reviewText,overall,trend
great product came fleece cover took cat night rip apart seam definitely dont pay extra cover snuggle safe doesnt actually stay warm hoursmore like still great also thermal pad cat put snuggle safe night actually keep snuggle safe warm hour,5,1
didnt work u pup wouldnt go near choose rock hard disc albeit swaddled towel mom much comfy,1,0
hesitant purchase anything made plastic contains kind solution heat microwave went ahead bought one stray outside cat doesnt like come main house come far mudroom right wind chill temp single digit little farmhouse cozy drafty side mudroom chilliest room house love little warmer day chasing female showing dude neighborhood who mane attraction acting like allaroundbigshot meet door get home work heat snuggle safe disk slip fold bed blanket eats chow cat chatter curl fetal position draping little bit heaven heat disk minute around pm check morning around big guy go still warm enough snuggly reheat put outside daytime bed go work doesnt last long outside cold still highly recommend,5,1
outdoor kitty dumped found way home adopted himhe like house worried winter made boxput porch weather lined multiple layer newspaperput old moving blanket bottom shabby baby quilt found flea market quilt would put hot snuggle safe loved put one side thebox got warm could lay side used kitten tooand frankly cold nites warm one stick cover feetand sleep comfortable nite foot get cold move themover s warm stay warm nite long even usedthem foot coming inside freezing outdoor trip warm upjust make sure neither pet human using invalid cant move itgets warm get hot minute microwave notplace plastic container ie kennel crate unless well padded bottomthey melt plastic otherwisethey last long time several year much durable similar one sold thatare made fabric like shell one started leaking hot liquid justa time microwave using snuggle safe good year andnot ever one leak winter microwaving least every nitei cant recommend enough,5,1
product say careful overheating put microwave nine minute warped bottom weakened another two heating leaked rather expensive frisbee pointit hold heat well large flattish shape comfortable pet replacing got quart plastic kefir bottle heavier milk bottle fill hot water heat almost good job free im done beverage suggesting dont buy product instruction made sound like heat three time longer recommended problem nowhere near long failed,3,0
keep cat warm night keep u worrying leaving anything electrical running case fire would highly recommend pay attention overheat might crack last hr hr,5,1
cat absolutely love particular kind wet food use conjunction withwellness indoor health adult cat food bag poundfor daily nutrition every day go refill food see wet food completely gone dry food substantially depleted would say prof enjoys also prefer ingredient much better stuff see shelf,5,1
cat love food half ounce perfect kitty something flavor attracts dog need keep away wellness dog food usually trick wellness brand far best regard dry wet food ive tried though expensive brand litter box cleaner le smelly product go long way end cost justifies immediately happy product,5,1
called wellness complained ounce wellness cat turkey salmon told mw west coast plant east coast used said formula consistency looser none strayferal cat outside eat turkey salmon mw can bottom none indoor cat either buy case ounce can month bad ingredient something smell can wrt bottom mw can soupy nonfishy smelling messi using wellness year worst ever seen canned cat food soupy like gray mess rep wellness told last couple month warehouse cleaned looking new grain free canned cat food mean time buy way much healthy cat food keep vet bill pet healthy spend product pet eat due manufacturing problem thank amazon letting return unused case,1,0
kitten love food certainly seem growing healthy rate adult male cat doesnt really eat he always preferred dry food buy younger one mother mom litter abandoned im sure fed seems really like food put much needed weight seem really like flavor beef chicken bit smellier oiler others thats probably like,5,1
good quality month old kitten like recommended organization adopted mcgee could ask,4,1
like food grainfree high quality meat cat obligate carnivore dont need grain factif give something lot carbs continue eating enough proteinsince switched cat year back brand lost weight even though feed much eat completely transformed one cat dumpy overweight middleaged since food transition lost weight become active fur look amazing also recommended food friend forgot made recommendation six month later house said wow cat look amazing said yeah food change talked aboutthat said wellness line cat favorite mean reason like switching person potato chip mcdonalds good healthy food supermarket brand fancy feast filled rendered fat smell great make cat go crazy none miss transitioned slowly mixing food liked small amount gradually increasing proportion monthsnow year later cat eats gustothough course brought fancy feast back would go nut dont second favorite flavor onewellness canned cat food chicken herring recipe pack ounce cansthe nice thing food eats apparent pleasure cat never overeats give much wantsasks stay weight id say eats average half ounce day variessome day eats almost full day le half essentially self regulates whereas kitty crack dried food full grain overatethese large can must opened opener buy better value economicallythe small can brand way expensive even expensive per ounce actually calculation dollar paid per protein one stack fine le expensive brand mean cat get nutrition need fewer ounce wet food expensive dried food based cat consumption feeding wellness significantly expensive feeding massmarket wet food,5,1
feed cat young old wellness wet cat food love ship free amazon sub savea real help older person,5,1
know review supposed packaging feel need warn everyone expect receive dented can im even sure happens shipping sign outer packaging roughly handled order lot canned food every month last order dented contacted amazon returning dented can big pain butt,3,0
great cat food ingredient list speaks cat developed ibd couldnt eat dry food anymore without vomiting brand wet food fine one like fancy feast didnt seem nutritious switched wellness hasnt vomited three month although expensive dry food much expensive wet food buy amazon bulk cat love love everything shes healthy saved ton money medical expense,5,1
arrived well b date expected good packaging cat love catfood eats immediately good health cat gorgeous shiny coat fur allergy else say best well worth extra price although amazon best price around bundled tog w shipping amazon product there shipping cost w purchase,5,1
think turkey two cat fond really like nutrition combination offer wont order whilethe packaging delivery quality product fine two cat dont agree taste,3,0
wellness make good product dont feel comfortable feeding cat food given recall like shes healthy active year old beautiful coat,5,1
cat peculiar food like lot flavor one winner look cat food main concern quality looking first ingredient great reading rest might seem overwhelming well wellness present outstanding product recently found cheap cat food brand like iams etc use food flavoring additive make food smell better natural product took cat try convinced quality product,5,1
wellness brand excellent quality food cat dog cat quite happy eating seems help satisfy appetite feeding dry food,5,1
grain free cat like prefer smaller can since food stay fresher appealing feline way,4,1
feed one per day three cat really enjoy food always come running getting cabinetwe chose particular food one cheapest grainfree wet food get still maintains quality product one diabetic cat want two progressing direction switched grainfree help control blood sugarweve using brand several year never gotten bad bag dry food expired lot wet food would highly recommend watching cat eating,5,1
switched cat part kibble part wet food diet really love wet food turkey salmon perfect healthy balance kitty,5,1
flavor cat always eat auto ship nice price better going pet store,5,1
people complaining front line longer work wonder people intention saying ive used frontline year problem,5,1
frontline plus dog mths lbsi tried brand nothing compare frontlinethis best price found,5,1
puppy got year far tell bugfree far cant say whether frontline flea surroundings evidence contrary emerges give frontline creditthe maker claim frontline plus kill flea prevents reinfestation one month paralysis tick protection biweekly application recommended result guaranteedthe product come number pipette contain oilysticky liquid applied back dog neck skin must part coat skin visible maker recommend monthly applicationsi found easy treat dog given relatively high price product ive using one pipette puppy big may longer option see option could money saver anyone large dogsi taking one star away ridiculously high price,4,1
must say used product dog since long long time ago complaint itit good simple apply effective importanti really recommend also supplier good price arrive quicly,5,1
switched advantix ii bc tick around bad summer end none worked using worked since pet natural spray mix natural product simply spray dog walk prevents tick attaching dog first place worked using year plus side natural chemical like frontline k advantix big plus also little drop apple cider vinegar treat another natural repellant great immune system peak season tick warm ill drop treat every week even little amount help,1,0
product buy store vet office half price amazon representative stated merial direct supplier,5,1
work great two dog never see flea tick set monthly reminder phone put every month,5,1
fast shipping great product love fact actually work waterproof tick well great perfect buy,5,1
applied lb miniature schnauzer within week saw live flea tick switched k advantix ii far he clean month,1,0
used use protect large german shepherd mix day passed away year old never issue flea producti recently adopted two small dog pound use one packet treat bought cc syrinx dispensing needle split content one pack evenly two dog save lot money get proper dosage medicine,5,1
dog got tick flea product switch something else live upstate ny dont know something kind flea tick get,2,0
never seen one tick flea dog wish could say kid used flea medication one seems least affect animal vomit sluggishness anything experienced brand definite recommend,5,1
using stuff dog year indooroutdoor doggy single flea tick,5,1
detail counterfeit frontline plus sure hope amazon selling u packaging seems fake hard spot package opened,3,0
first started using seemed work well seems like flea getting drunk frontline flourishing,1,0
tried advantage recently frontline tritak im going try activyl im keeping finger crossed,1,0
dog never flea tick long weve used product applied directly skin doesnt leave oily residue coat also best price weve found shipping fast,5,1
far cheapest found frontline preventative using frontline many year happy purchase,5,1
easy use applied nicely dog amazon one cheapest place found dog like much tried get back neck sure reaction trying get dog could playing around,4,1
love frontline plus cat get expensive moved new neighborhood found stray cat finding new home use flea control med definitely got expensive im glad created hope something like created oral medication program feral cat cant touch mixing program food thing get pricey im blessed make good money still,5,1
still itch stuff dont know sinking skin last long shes small chi week shes scratching hell,2,0
spring summer season must apply merial frontline plus dog month dog need,4,1
got store put dog anything flea called vet said lot people problem frontline working suggested switched advantage,1,0
four dog flea med costly purchased local store frontline work well dog buying amazon help keep monthly cost,5,1
actually arrived pack thats fine work well dog advertised,5,1
really long hot dry texas summer also encounter lot flea tick area weve using frontline plus dog religiously never tick flea coming home u walk far happy product continue using,5,1
wrote wasnt real product concerned wrong order product merial maker receive real product giving star would like see bit cheaper price might well get vet save money,4,1
ive always used frontline plus dog jack russel border collie live country tick everywhere find dog always dry dead thanks frontline plus flea dont know,5,1
weve always used product two beagle never able find good price two dog pet expense doubled able save mean lot u,5,1
ive using product year dogsthey love playing grass theyll likely pick flea ticksthis kill existing flea small dog within hour tick louse within hoursits kill deer tick carrier lyme diseasei felt secure year drop guarding dog parasite,5,1
would rather use product toxic stuff think flea tick pose worse danger dog found natural product work well stick product amazoncom cheapest price found buy,4,1
like vet office reason go vet office came door loved,5,1
applicator may little tough apply dog skin directly sure able manage recently used product saw flea dog used product instructed see tick since however dog still gnawing backside told could sensitive skin left flea bitten,4,1
kill repels tick good keeping flea like product use booo,2,0
use regularly standard poodle go wood often he never tick flea friend dog owner complain dog getting tick wood frequently side effect like scratching allergy smellthe thing dont like product doesnt take away quality getting package tedious annoying often requires scissors,5,1
good price buy againi usually buy vet le expensive amazon fan big time,5,1
put dog le week itching flea dosent work dosent work dont waste money,1,0
great price product shipped quickly stated doubt using item due side affect use sparingly,5,1
use frontline great dane outside dog frontline definitely help reduce amount flea course he outdoor dog never really going eliminate flea completely,4,1
product work well arrived promptly keeping household flea free pretty good deal also compared place,4,1
bought two dog problem tick kept finding fur werent attached whole thing made really nervous dog yogi given product brought home shelter since never flea seemed like working well received put dogstoby yogi yogi fine toby entirely different story minute shaking vomiting lethargic accident house terrified called merial speak one vet tech happening said way get product one could explain contact emergency vet poison control happening actually told call back tomorrow called vet gave number emergency vet emergency vet told scrub frontline dawn dish soap watch improvement sure enough hour getting scrubbed still weak tired longer vomiting shaking called vet today let know okay im bothering merial cannot understand would sell product advertise vet tech staff absolutely recourse help negative side effect occurs amazon much better deal issue allowed send product back refund even though opened im glad stand item sell im going stick eucalyptus oil tea tree oil dog work well flea comb work,1,0
work easy apply give dog heartworm med treat staying still apply flea crossed doorstep,5,1
frontline product ever used dog weve lived rural area year neither dog ever even single flea tick great product highly recommend,5,1
buying product year since dog house run across land shared deer lot varmint product important small rescue dog came supply another product found switch frontline environment product totally inadequatei ten dog flea problem,5,1
much say product work advertised must dog undercoat golden retriever coat simply thick police skin tick flea im saying dont check absolutely must check pup flea tick frontline give extra protectionit easy administer simply cut open packet spread dog fur back shoulder blade get skinline squeeze solution one spot skin month takesan important note buying product first time please understand maker retailer advertise provides flea protection three month mean using three dos one per month month protection dosemy main reason writing review mention yet amazon manages offer superior pricing product price frontline product always little le online retailer blow pet store water price le imagine coming month see price cut everywhere sentry manufacturer releasing flea tick protection product line,5,1
trying petarmour didnt work read review frontline tried work either update capstar great product got rid flea dog within min followed k advantix ii week product worked wonderfully continue buy wasted money petarmour frontline dont,1,0
stuff workdo buy weak water proofmy house covered dog loadedit worked day,1,0
great productit work well vet assistant told buy frontline amazon getting legit product sold vet true sold vetsit true vet office place get legit producti emailed merial confirmed indeed buy legit product amazon go merial web siteemail give phone number call verify whether legit producti saying dont carefulplease dobut buy frontline plus amazonit work legit,5,1
used topical frontline plus year dog conjunction monthly oral dos sentinel problem flea tick heart worm easy use,5,1
fyi seen previous review item france concerned product decided investigate discovered even purchase store made france never issue purchasing product amazon another connected vendor always get free shipping free sale tax item half price purchasing elsewhere item always described,5,1
miniature poodlesone particolor one white buy larger weight apply half vial dog product purpose yes work quite well white poodle got enormous stain back applied course waited apply freshly groomed trimmed little dogewwwww,4,1
ok scottish terrier severe flea allergy used frontlineplus almost year problem one fleathe past month used recent order amazoncom got flea end themonth assuming either got bad batch didnt work full montheither way scared use frontline plus anymore got huge sore whelp hairloss cost vet bill well money buying prevention differentshampoos,2,0
even though knew buying amazon still priced pet supply store known chain store small mom pop store one store asked pack guess owner bought amazon huge mrkup,5,1
pretty good job dog still get flea reduces flea anything work,4,1
control flea tick live florida dog tick prevalent everything bush grass kept tick dog day still kept coming back vacuumed mopped house every day stop tick life cycle,3,0
advantage stopped working dog cat switched frontline noticed dramatic improvement flea related stuff,5,1
work great price best found anywhere little dog reaction problem important since reaction various allergen,5,1
used frontline year dog cat recently work bought several place thinking one batch good ineffective disappointed product good never buy,1,0
brand waste time merial frontline brand ever worked dog wont waste money cheaper option,5,1
live maryland turn tick heaven stuff worked great keeping pest,5,1
make sure administering heartworm medication pet yearly heartworm test could dangerous,5,1
ive gone several site looking best price frontline always come back amazoncom best price problem noticed effective used beplus many chemical took dog completely flea med fine,2,0
use dog keep flea tick convenient packaging easy use kill adult flea within hour,5,1
give dog mainly prevent tick seems job thing bother applying dog seems lethargic couple day probably chemical make decision pro v con using product like,4,1
tired spending gazillion frontline whether buying stateside overseas let face folk putting poison directly dog paying pretty penny three dog guiltexpense factor using stuff homework here came vial frontline left case compound failed last time put frontline pup february october used spray bottle cup water tap tablespoon skin soft new version work good cap full store brand listerine gold colored tablespoon white vinegar store brand work shake spray pup neck tail chest dont let get face put mixture hand spread top head ear ear yes spray belly sprayed per day heavy flea seasonnot one fleazero still unused vial frontline feel better since im putting poison dog wallet happier well lastly listerine vinegar wonderful antifungal type property fantastic,1,0
using product dog many year continue use effective also want use one oral product,5,1
dog used frontline plus several year tried different brand beginning summer mistake anyway back frontline dog work,5,1
year old golden retriever spends lot time outside want make sure always protected flea tick frontline best ever tried tried advantage ii lot generic brand one far best live north carolina flea tick never actually go away problem throughout year frontline,5,1
one best topical flea prevention,5,1
typically purchase flea product vet normally get frontline dog whatever reason didnt seem work well appears product first time year ended flea went vet day noticed first flea realizing starting real problem purchased frontline applied dog week ive noticed flea know infestation direct result buying product online wont take chance,2,0
shipping fast got within week free super saving shipping say stop stage flea kill protects chewing louse tick well im sure chewing louse tick find flea lab puppy got use within two week didnt find even bathe used flea comb say work month waterproofid highly recommend,5,1
work great tick horrible killing flea maltese dog covered flea dirt flea never seen flea product perform poorly wait try something else next month,2,0
found online much better price even big box club store price dog winter south need protection year round never allergic reaction frontline plus flea tick pup,5,1
frontline work great must better deal buy online vet office easy apply doesnt goop,5,1
ordered dad miniature dashounds work well reaction heart guard med worry chemical work exactly,5,1
using frontline year recently many complaint effective longer say true applied dog april st april found engorged tick one dog lymes disease vaccinated thats worry,2,0
paying per month get product vet office saved lot money buying online come right door convenient camp hike lot activity tick ridden outofdoors permethrin clothes golden retriever daisy tick free get home find tick already dead come easily reason still get lymes vaccination yearthis first dog worried needing get carpet home bombed flea every fall like lot friend need product never brought home single living fleawe travel lot going son gymnastics swim meet daisy get boarded weekend winter forget use every month winter sometimes put two day boarding flea pick dog dog park dead get home frightened firework sister lake house bolted panic lost wood two night found way home hour later tick every one deadi cant say enough good thing product,5,1
breeder recommended frontline plus changed except shetland sheepdog kept scratching nose went back fine change another product,5,1
using frontline plus dog year life never single flea tick attends doggy daycare flea outbreak past never effected based history product working well preventing flea issue feel definitely worth continue use product every month also compared benefit product flea tick product seems best get health well dog important continue use product successful dog whole life confidence product truly work,5,1
frontline plus working great gsd dog love go wood uswill continue use long work,5,1
worked pretty fast rottweiler le day stopped scratching whining pesky little flea even jumping pool free flea,5,1
always used frontline work well pet would purchase shipment quick price reasonable,4,1
weve especially bad year tick use treatment work frontline plus work well tick well flea used still work,4,1
brand recommended vet like easy application though took u time figure get lab sit upright put lay ooze one side dont think actual problem term effectiveness wed rather didnt get carpet,4,1
using product month say really satisfied far delivery always time item well packaged price great like big protection offer parasite easy apply monthly thanks pipe brought dog hiking park open field frontline plus seems work always check dog anyway follow carefully instruction package perfect job course always avoid bath pet hour apply product carefull check dog hour want notice change behaviour show symphtom lucky always ok wash hand well especially first day pet dog always bunch chemical dont want ingest purchase maybe month package,5,1
doesnt work better weve always used advantage cost le decided try,3,0
frontline considered best effective flea tick control product marketplace sure see brand cost much le frontline get pay ive told vet pet store manager several occasion product known cause siezures death dog compared safer effective proven frontline product dog flea issue scratching endlessly day hour applied product simple spot application dog shoulder blade back dog stopped scratching resting happily frontline worked time,5,1
product work well work past ive used year little teddy bear shichon scratching much timelike flea bite wishing id kept boxthey appeared old wondering problem,3,0
different found vet office good buy came adequate time,5,1
stuff seems make difference ive bought several source including vet amazon costco buck per application im thinking someone getting rich selling oily waterwe two lab golden dog stay mostly house flea never problem year probably crazy mild winter hate chemical weve treat yard house carpet furniture wash bedding vacuum least every day get sentinel heartworm flea use flea comb bath flea soap tried many herbal product absolutely dont anything least flea soap see flea dying getting rinsed poor poochiesin year past remember using horrible product left oily patch dog shoulder week stuff seems disappear within couple day gone day let swim pool even though packaging claim water resistant pool probably toxic spending hundred buck far wont buying,1,0
order poodle beaglethey suffered miserably workingit didnt work advantage waaaaaaaay better,1,0
sure order online go vet review amazon reason willing go buy however decided order knew watch aware check product fake reading review frontline came last tuesday happens come day apply formula dog happy product dont see flea dog buying product year half far say really happy product update post see change bit concerned might change formula since lot people mention,5,1
used frontline dog entire life turned work great spend lot time outdoors primary concern tick past weekend north dakota dad dog dad dog another tick control product found dozen tick night dog never think tick would died fallen hadnt found first,5,1
used regularly seems good job dog get flea tick go outside,4,1
first seemed working seemed get rid flea none found day whoo hoo first day back thought egg must hatched house gone bite dog nope flea seem worse frontline made worse effectiveness seemed wear day huge cost day coverage groom raise dog rescue work cost small fortune get frontline everyone seems like waste dos one round hope better time,2,0
think best flea med around never problem using price bargain thanks timely delivery,5,1
frontline plus top product price amazing sure get peggy w,5,1
sure work work season brutal northeast tick thankfully labbully attacked vet said office flooded tick problem said patient frontline surprised problem yet,5,1
used frontline plus flea tick control year cat dog tried cheaper brand early found control flea tick never see flea animal tick great attached fur gotten skin poison happened maybe one two time able pull kill,5,1
cost much got le think terrible price go mr bogy turned th service dog yellow lab need med getting exspensive,5,1
summer fall dog went tick infestation tried several different product one worked best small dog actually purchase largest size tube use syringe measure dosage found another web site use flea tick product know expensive isso work well killing flea tick find dog dosage purchase larger tube save bunch money,5,1
able apply one spot dog little effort see well work time,5,1
although hate use chemical toxic solution sometimes need mustpurchasing larger size product measuring small dog economical way use product frontline topical effective killing flea actual length time effective actually weeksless frontline spray past summer particularly bad controlling flea due weather condition,4,1
got product time arrived ordered disappointed buy disappointed,5,1
use lb dog month havent seen tick flea year weve found share tick people dont use frontline surrounded farming field half acre dog run roll around im guessing treatment work theyre kind expensive much better old flea tick collar used buy,5,1
placed order arrived day ca fastest shipping ever packaging seems legit similar vet tube kit great deal great seller,5,1
dog using product year work well occasion dog attracted flea andor tick often due fault sticking schedule monthly application key live subtropical environment skipping two month time caused ton headache u dealing flea tick infestation far dog havent negative reaction,5,1
applied dog year recommended veterinarian work well highly recommend others,5,1
would give star wasnt oily topical avoid touching day fully absorbed know flea protection work hope tick protection work like supposed repel tick licethere new one called nexgard oral im reluctant try since currently list one tick type isnt repellant tick bite dog kill,4,1
like product waterproof relatively speaking dog like swim therefore requiring frequent bath salt water swimming doesnt wash outrecently coming back field walk covered tick brittany didnt oneit also doesnt irritate skin like productsremember apply time give monthly heartwork med way much toxin pet,5,1
fibronil active ingredient seems work well dog picked tick backyard walk past year regular usei like frontline total volume applied fairly low greasy application dont get huge greasestreak dog back make gross quarantine dayi also like easy snap apply set applicator easy usei dont like packaging vial foillike blister pack giant pain get open end using pocket knife care must taken pierce foil without cutting vial liquid itselfan additional feature ive read tried apply cotton ball leave around yard mouse take use bedding nest since mouse primary vector tick lyme disease mouse bring nest kill tick fibronil toxic cat need careful dont kill neighbor outdoor cat stray havent tried heavy tick area could effective approach work,4,1
using frontline year found better substitute work great always dog never flea problem,5,1
liquid prevents full development flea repels tick work well keep large dog flea free unless course go adult flea jump onto dogi found tick dog got numerous time walking trail dog leashi found flea dog using product consistently great see dog scratching fleasi tried many liquid powder one advantage two worked well dog thick fur,5,1
four dog frontline must always purchase amazon price almost half vet asks free shipping packaging always good item always described new pack imo flea treatment market work well frontline plus purchasing larger size cost effective eye much put dog use cat treat pet one dose,5,1
ive used product several year great success boxer hate put shes one need sensitve skin allergic flea bite insect bite lab husky big dog lot deep fur never problem flea credit product flea free life,5,1
havent yet used order past experience good frontline beat spray shampoo best sure flea cause allergy found latter main problem dog eliminating flea helped working allergy trying stay short using steroid,4,1
buy frontline dog always seems work thanks frontline,5,1
historically family great success frontline dont want discourage anyone trying know work based flea population characteristic dog come contact withwe using month dog went friend house vacation got back flea galore put next frontline week early even phase flea himwe switched k advantix ii flea gone within couple day know flea resistant frontline certainly seemed case flea dog would recommend buying month supply time case dog get flea like mine arent phased frontline try frontline doesnt work k advantix ii might,2,0
used frontline plus year always great flea tick last month found work week application week starting see flea week biting dog making itchy killing plan call manufacturer dog buy bulk year,3,0
using frontline dog almost year always two greyhound low body fat sensitive chemical bad reaction lot seemingly normal pet med frontline gold standard flea tick preventive greyhound absolutely tolerate problem whatsoeverwe live farm frequently take dog field exercise fun pick load tick flea yet problem frontline weve never seen dogsat one point try cheaper external fleatick med dog bad reaction itch tried chewable flea tick med even though worked suffered gastritis day initial dose back frontline frontline ever sincenote previous problem rd party seller rectified authentic frontline directly available amazon verified,5,1
dog american eskimo live miami florida exterminated yard bedding using preventic collar also used rose geranium oil success tick infestation dogwe finally tried frontline plus couple week still tick problem adult tick baby tick thing help get rid tick problem farthere flea plenty tick dog every day,2,0
use frontline come across flea tick every month worked well last yr buy large pkg split dog giving much little save lot money process seller shipped quickly decent price,5,1
star worked last yearhad first experience would received stari used exact product last year cat one dog buy size cheaper buying bunch convenience dos make certain get correct dose weight animal last year worked really well took week really see huge impact controlled problemthis year indoor cat outdoor cat sometimes dog started earlier insect season started earlierno effect dos waiting week total increase flea population would blame two u human spouse reacts baadly flea bite doesnt get lazy come cleaning preventative look like someone beat flailand itching drive loopy dont rug allll wood floor nothing upholstery fabric except bed us diatomaceous earth dust floor vacuum followed mopping bleach flea shampoo daily every day basisto avail animal still infested actually shaved dog chewed rump bloodyafter giving second dose couple week work ordered advantage ii arrived waited time third dose didnt want overdose anyone see difference already litter new kitten gave flea bath immediately reinfested adult fleasafter dosing mother new advantage ii adult flea visible babiesdont know happened frontline failed u time expire arent expiration date packagefrontline happened,2,0
fipronil medicine breakthrough pet care researched medical article thoroughly make sure safe dog research show one safest medicine market flea completely gone never seen single flea tick dog using product review person sluggishness dog jumping conclusion based coincidence nothing medical research indicate would side effect side effect temporary reddish skin site application even rare number case skin get irritated anything bottom line flea hate product love product,5,1
use small dog quite old work fine use heartguard order get heart worm use trifexis bigger younger dog one pill done get tick,4,1
knowing better treated lb rescue mixed breed frontline plus several year would stop treatment cold winter month thinking id give system break upon resumption treatment little guy seizure eye rolled back involuntary shaking tremor lasting second minute second time happened dawned must reaction either frontline heartworm treatment stopped applying frontline seizure im aware im dog frontline purchased vet reported problem said hed report product causing problem simply working would advise anyone google flea prevention read administering pet safe alternative dont need poison pet convenience,1,0
frontline plus product ive used present started using multipurpose heart worm topical includes tic flea protection seems one still need frontline type protection anywayconsider getting syringe small container available web splitting larger frontline two application id comfortable using one large took two three month use keep unused portion cooldark place told,5,1
work good product opinion lb white chihuahua allergy flea suffers hair loss get flea problem used medication beautiful white fur grew back thats took know product work reliable,5,1
rescued cute little dog well day found tick never dog tick know probably problem dog always frontline keep flea free bought immediately started application took week rarely find time dead almost dead feel product suppose,5,1
small yorkshire terrier bought use regular basis doesnt scratch much scratch bit long hair expected keep buying flea treatment future,4,1
ive dog frontline plus long ive never flea problem rarely ever find tick vet tech office dont sell frontline anymore people complaining wasnt working personally never problem happy,5,1
pleased used item baby seems effective thanksfrontline plus dog dog blue lb month supply,5,1
check faq frontline website couple quick tip ive learned helpedyour pet bathed swim hour frontline applied applied bath sure pet thorougly drythe longer use effective single application nearly effectiveyou still flea problem even treatment due life cycle flea timing treatment best thing continue treatment meantimealso may see increased flea activity applying frontlinefrontline definitely beneficial tickborne illness tick need attached hour pet infected hour typically long take tick die attaching pet treated frontline,5,1
merit frontline brand used since lb german shepherd puppy issue since easy apply shoulder fur coat focused eating meal get finger simply wash soap go wood backyard business frontline help keep flea tick away,5,1
frontline worked fine flea like virus everyone area us flea treatment flea learn tolerate summer lot folk around started complaining frontline longer worked unfortunately true dog well riddled flea within first week treatment happens recommend using cheap nitenpyram pill get amazon one pill kill pretty much every flea dog last day give time find another treatment work house get overrun let hope never get super flea,3,0
since applying phineas ive given bath stop working also irritate skin like last attempt biospot love tick,5,1
used year without problem believe changed formula quit working month ago bought new batch vet said gotten lot similar complaint long time user switched product using advantix work great also supposed repel mosquito case advantix cause skin reaction dog might want try single dose buying entire packagei wonder mail order purchase old stock possible formula change,1,0
frontline must midwest worked protect pup regular pesky flea sand flea research found may last month longerespecially dont bathe pet much applying every day v every daysto save,5,1
normally love frontline plus dog however chose order amazon price cheaper frontline work something wrong order alot think amazon never trouble dog life used frontline plus ever since came always worked ended buying frontline plus another reliable place work great like always bad batch,1,0
good product fairly reasonable priced go generic equivalent save money generic fibroguard available lot cheaper comparable dosage,3,0
usual frontline come bought brand still buy frontlne dont bother buying offbrands go ahead waste learn,5,1
always check amazon first need supply frontline dog usually best price,5,1
used product year cat version also flea tick work well area woodland texas although ive heard certain part texas flea becoming resistant ive experienced area use year round south,5,1
frontline always help keep flea tick away anytime take dog wood know safe,5,1
pound sharpei race around dog park hour two every weekday brush tall grass frontline kept free tick flea,5,1
good product wish made pill like product im convinced work well bath,4,1
ill admit bought without realizing kit explains price low hey well worth spend cant beat price mean measuring little vial provided worth money savedfrontline great product someone mentioned doesnt take care whole problem depending bad flea sometimes take longer put first sign first sign youll notice difference right away however youre pretty infested flea spread darn quick sometimes take month two continued use due flea everywhere rehabiting pet personally use frontline well sentinel month pill prevents fleasticksheartworm othersi highly recommend frontline cheaper kit anyone pet,5,1
excellent,5,1
sent product back knockoff subtle vet confirmed weve going year know shes telling truth ended going petmeds guarantee product authentic buy product amazon time something important dog bargain hunting amazon something like spend extra get authentic product amazon great lot thing put lot focus protecting customer counterfeit product china asian country dangerous love pet like dopaying far cheaper vet bill buy product,1,0
absolutely love product protection pet reasonable price work great recommend using protection pet,5,1
got frontline huskyshepard mix fall worked well killed flea picked mississippi winter early spring fine single flea however come late spring stuff totally failed covered flea cat furniture finally getting rid flea switched k advantix seems keeping challenge guess work better light duty couldnt keep prime flea season sort whole point heard easy get bad batch though maybe thats happened,3,0
given frontline dog however past year seems like done trick cant find anything work vet everyone else told,2,0
unlike hart killed pet item safe easy use recommend product,5,1
trying one advantage didnt work dog easy use applicator instruction hopefully keep flea away,4,1
hasnt given cancer hasnt allowed flea tick house know flea walk laugh attempt jump dog like little death ninja secrete oil bam die like vermin actually think flea pretty cute werent annoying disease carrier id probably flea farm much like ant farm admire,5,1
trust frontline plus dog used several yearsonly one time seemed work dont know bad batch used something else time went back still using doesnt seem cause side effect use worksno flea tick baby,4,1
great product using time son us also dog,5,1
help keep dog healthy play grass fly tick hide also best cheapest view,5,1
currently live nh blood sucking critter like many place atrocious lot field work take dog accompany much leaf u often used buffet get home able get tick dog black lab cause difficulty always finding tick like product dont find tick right away often find morning dead floor found one engorged tick yet really saying something come tick flea exactly supposed isnt would check make sure real thing expecting repel mosquito various fly product would recommend getting flymosquito repellent collar well need make sure protect pet outside critter recommend product,5,1
dog havent flea since started using frontline midpriced youre watching penny product want something really work,5,1
purchased year scottie ebony always obtained vet work well never single flea tick ever found house dog go outside spot business loved roll grass large backyard never case heartworms also give heartgard medicine prevent worm heart always buy larger size smaller size enough cover protect,5,1
original quality frontline labeled metric check ingredient package show ingredient exactly sameas old box ive never problem product,5,1
cheaper costco vet place online exact product hope differentiation price,4,1
ive using frontline product year trouble year frontline doesnt seem effective flea asked vet told lot people problem flea using frontline flea seem becoming resistant flea product like k advantix advantage frontline vet suggested vectra alternative seems still effective im trying next month,2,0
really good value paid almost price pet store vet office month supply getting,5,1
get every time best price find cant beat prime shipping either definitely recommend use dog,5,1
product ive getting vet fraction cost id recommend anyone packaged delivered promised,5,1
cheaper buying vet office quality product work far tell havent issue flea tick little cavapoo puppy,5,1
dog live acreagelots bug year rely product work well price really good,5,1
